year,make,model,trim,body,market,headlight_low,headlight_high,parking,turn_front,side_marker_front,drl,fog_front,cornering,turn_mirror,turn_fender,tail,brake,turn_rear,reverse,license_plate,high_mount_stop,rear_fog,side_marker_rear,turn_bumper,brake_trunk,reverse_trunk,dome,map,rear_map,cargo,trunk,glovebox,vanity,door_courtesy,footwell,step_courtesy,ignition_ring,center_console,shifter,ambient,cluster,hvac,radio,switch_bank,source_1,source_2,confidence
2008,Subaru,Forester,2.0XS (JDM),SUV,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Forester,2.0XT (JDM),SUV,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Forester,S-Edition (JDM),SUV,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Forester,Sports 2.5 XT (US),Crossover,USDM,H1|P14.5s|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440A|W3x16d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,1.5i (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,2.0i (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,2.5i (US),Sedan,USDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440A|W3x16d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,Anesis 1.5i (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,Anesis 2.0i (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,Outback Sport (US),Sedan,USDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440A|W3x16d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,S-GT (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,WRX (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,WRX (US),Sedan,USDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440A|W3x16d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,WRX STI (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,WRX STI (US),Sedan,USDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440A|W3x16d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,H11|PGJ19-2|2|bulb|true,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,WRX STI A-Line (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Impreza,WRX STI Spec C (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Legacy,3.0R Limited (US),Sedan,USDM,H7|PX26d|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440A|W3x16d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,9006 (HB4)|P22d|2|bulb|true,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Legacy,GT Limited (US),Sedan,USDM,H7|PX26d|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440A|W3x16d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,9006 (HB4)|P22d|2|bulb|true,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Legacy,S402 STI (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Outback,2.5i (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Outback,3.0R (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Pleo,A (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Pleo,L (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Pleo,RS (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
