year,make,model,trim,body,market,engine_oil_drain_plug,engine_oil_filter,manual_trans_drain_plug,manual_trans_fill_plug,automatic_trans_drain_plug,automatic_trans_pan_bolts,cvt_drain_plug,cvt_pan_bolts,front_diff_drain_plug,front_diff_fill_plug,rear_diff_drain_plug,rear_diff_fill_plug,transfer_case_or_center_diff_drain_plug,transfer_case_or_center_diff_fill_plug,spark_plugs,wheel_lug_nuts,brake_caliper_bracket_bolts,brake_caliper_slide_pins,brake_bleeder_screws,battery_terminal_clamp,notes,source_1,source_2,confidence
1978,Subaru,BRAT,Base (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2013,Subaru,Impreza,WRX STI Special Edition (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2013,Subaru,Impreza,WRX Special Edition (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2013,Subaru,Legacy,3.6R Limited (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Legacy,B4 2.5GT (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Legacy,B4 2.5GT S Package (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Legacy,B4 2.5i EyeSight (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Legacy,Touring Wagon 2.5GT (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Lucra,Custom G (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Lucra,Custom RS (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Lucra,G (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Lucra,L (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Lucra,L 4WD (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Outback,2.5i (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Outback,2.5i (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Outback,2.5i EyeSight (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Outback,2.5i Premium (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Outback,3.6R (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Outback,3.6R Limited (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Pleo,A (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Pleo,L (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Pleo,Plus (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Pleo,Plus 4WD (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Sambar,Truck (JDM),Truck,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Sambar,Truck 4WD (JDM),Truck,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Sambar,Van (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Sambar,Van 4WD (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Stella,Custom R (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Stella,Custom RS (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Stella,G (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Stella,L (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Stella,L 4WD (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Trezia,1.3i (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Trezia,1.5i (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,Tribeca,Base (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,XV,2.0i (JDM),Crossover,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,XV,2.0i-L (JDM),Crossover,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2013,Subaru,XV,Hybrid (JDM),Crossover,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2014,Subaru,BRZ,Base (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2014,Subaru,BRZ,GT (JDM),Coupe,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2014,Subaru,BRZ,Premium (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2014,Subaru,BRZ,R (JDM),Coupe,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2014,Subaru,BRZ,S (JDM),Coupe,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2014,Subaru,Crosstrek,Base (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
